12462226,405356063,-739861,407475
12537516,405373033,-739861,407476
12557550,405377092,-739861,407476
12610165,405387811,-739861,407514
12615094,405388783,-739861,407304
12659540,405396973,-739861,407561
12671380,405399487,-739861,407572
12771992,405445365,-739861,407541
12876802,405494424,-739861,407573
12895809,405516142,-739861,407246
12905620,405524434,-739861,407305
12935722,405533251,-739861,407484
13057518,405564468,-739861,407490
13126779,405581524,-739861,407566
13250507,405651475,-739861,407483
13352225,405709412,-739861,407507
13357102,405711690,-739861,407475
13382973,405720016,-739861,407488
13463981,405742181,-739861,407568
13478511,405749507,-739861,407225
13585580,405814659,-739861,407493
13471915,405745804,-739861,407261
12811771,405439063,-739861,407401
12837650,405475061,-739861,407567
12839202,405476042,-739861,407566
13194842,405629570,-739861,407566
13222696,405640266,-739861,407437
13499851,405756991,-739861,407566
12715458,405409651,-739861,407266
13054347,405563881,-739861,407225
13274198,405660856,-739861,407389
13274540,405660946,-739861,407389
12590459,405383450,-739861,407545
13116828,405578207,-739861,407566
13161571,405612646,-739861,407308
12423899,405338430,-739861,407566
13385768,405721064,-739861,407366
13445565,405734421,-739861,407310
13574041,405811031,-739861,407288
12605829,405387014,-739861,407550
12663155,405397780,-739861,407393
13582699,405813647,-739861,407482
13397550,405724366,-739861,407225
13426177,405729764,-739861,407574
13534120,405786944,-739861,407480
12552420,405375865,-739861,407211
12732984,405417250,-739861,407450
13135848,405586442,-739861,407569
13267019,405658249,-739861,407568
12541578,405373871,-739861,407566
13135850,405586412,-739861,407224
13267834,405658680,-739861,407263
13357153,405711715,-739861,407475
13389809,405722096,-739861,407431
12833308,405472906,-739861,407366
12879329,405495947,-739861,407569
13126824,405581475,-739861,407573
13542101,405789892,-739861,407563
13587697,405815317,-739861,407574
12709819,405408000,-739861,407293
13376448,405717680,-739861,407218
13462271,405741437,-739861,407396
12582305,405381865,-739861,407258
12643102,405393847,-739861,407567
13192402,405628477,-739861,407483
13239578,405647373,-739861,407358
13342394,405704326,-739861,407310
13347830,405707014,-739861,407488
12460564,405355577,-739860,407246
12460556,405355631,-739860,407246
12474513,405359409,-739860,407495
12538699,405373319,-739860,407495
12619943,405389577,-739860,407506
12623891,405390338,-739860,407488
12671384,405399465,-739860,407389
12684182,405401865,-739860,407495
12759613,405436032,-739860,407571
12817715,405466039,-739860,407408
12848143,405479813,-739860,407465
12868848,405482379,-739860,407495
12868843,405484291,-739860,407495
12880859,405496940,-739860,407456
12900935,405520971,-739860,407563
12958473,405528820,-739860,407495
12958467,405529613,-739860,407483
12977649,405541665,-739860,407263
12994916,405547710,-739860,407512
12997368,405549165,-739860,407495
13023124,405558263,-739860,407495
13137379,405587372,-739860,407561
13171765,405619529,-739860,407568
13202590,405631891,-739860,407294
13209692,405634587,-739860,407558
13252403,405652514,-739860,407316
13273465,405660400,-739860,407569
13416004,405727956,-739860,407522
13524833,405781436,-739860,407495
13536174,405788035,-739860,407552
12874275,405492479,-739860,407562
13369250,405715342,-739860,407563
13382392,405719757,-739860,407394
12984604,405542945,-739860,407546
13081842,405570455,-739860,407264
13260164,405655839,-739860,407290
13464011,405742126,-739860,407213
12584657,405382372,-739860,407568
12676136,405400396,-739860,407566
