24178998,411818985,-842920,377014
22201807,411819943,-824597,280651
22098242,411820537,-1171476,327941
22098240,411820644,-1171476,327941
22098237,411820696,-1171476,327941
22098235,411820854,-1171476,327941
22098233,411820951,-1171476,327941
22053226,411821407,-878845,423701
22683845,411821422,-925039,440748
22761225,411822204,-774248,372958
22211632,411824461,-894037,430346
22159628,411826485,-966298,328293
22481331,411826897,-1220000,370000
22589179,411827821,-1221064,382672
22069821,411830649,-1151270,361442
22069820,411830762,-1151270,361442
22084021,411830772,-1151270,361442
22084020,411830860,-1151270,361442
22091956,411832180,-1151270,361442
22970657,411834020,-810379,292058
23064745,411834452,-787551,428722
23900891,411834540,-1193142,362118
23900890,411834701,-1193142,362118
23726838,411835721,-935069,448005
22075270,411836380,-878845,423701
22098228,411836721,-1171476,327941
22036064,411837045,-984936,294241
22133005,411837555,-793735,437925
23548708,411839376,-950883,391072
22086391,411839595,-876297,418781
22329307,411839956,-1052099,397243
22127641,411839957,-767604,399767
22127640,411840015,-767604,399767
22127639,411840089,-767604,399767
22127638,411840145,-767604,399767
22127637,411840190,-767604,399767
22127635,411840225,-767604,399767
22108384,411840551,-1224038,377838
22127636,411840614,-767604,399767
22981203,411840989,-1182702,338202
22981202,411841155,-1182702,338202
22044094,411841606,-1222485,381271
22044093,411841755,-1222485,381270
22044092,411841838,-1222485,381270
22047760,411842210,-1182963,337886
22044091,411842216,-1222484,381270
22044090,411842403,-1222485,381271
22051375,411842412,-813792,285383
22044089,411842624,-1222484,381270
22044088,411842756,-1222484,381270
22390824,411842849,-827397,278389
22044085,411843070,-1222484,381270
22091934,411843415,-1151176,361438
22100688,411843451,-1151176,361438
22100691,411843496,-1151176,361438
22100917,411843623,-1151176,361438
22100685,411843715,-1151176,361438
22086389,411843715,-876297,418781
22100918,411843760,-1151176,361438
22100682,411843780,-1151176,361438
22569709,411843807,-876779,419191
22043981,411843860,-1222565,378248
22108409,411843884,-1151176,361438
22091925,411844010,-1151176,361438
22100916,411845034,-1151176,361438
22091923,411845056,-1151176,361438
22761224,411845083,-765093,392961
22100915,411845095,-1151176,361438
22108257,411845159,-1151176,361438
22047708,411845428,-1173961,339533
22047692,411845739,-1223994,377845
22477266,411846337,-955147,302227
24654787,411846660,-818158,280698
22761222,411846948,-880399,418596
22053134,411848024,-1217764,379511
22051370,411848061,-813792,285383
22430133,411848067,-1220000,370000
22118955,411848321,-876839,417749
22118954,411848369,-876839,417749
22491936,411849221,-1177675,337286
22589175,411849666,-1168940,342249
22059510,411849735,-830293,400084
22118953,411850163,-876839,417749
22118951,411850233,-876839,417749
22118950,411850275,-876839,417749
22135821,411851277,-878797,429522
22135820,411851660,-878797,429522
22059372,411852016,-830012,399929
23258670,411852132,-865400,362262
22063652,411852325,-984936,294241
22128770,411853040,-1119010,407683
22423050,411853668,-975064,353916
22135819,411853905,-878797,429522
22063522,411853908,-984883,294253
22128769,411854867,-1119010,407683
23900887,411855076,-1193142,362118
22333255,411855162,-1225705,454073
23900885,411855359,-1193142,362118
22083790,411855452,-1226755,455504
22083791,411855516,-1225946,453810
22083788,411855636,-1229381,461381
22083789,411855718,-1226762,455234
22083787,411855843,-1222046,477586
22122584,411855920,-1175599,339183
22083784,411856334,-1224270,472366
22083782,411856740,-1224047,475745
22306861,411857066,-986018,184211
23043266,411857848,-856410,422706
22070048,411857937,-984886,294254
22373103,411857990,-952032,296016
22948746,411858022,-1204358,349520
22128768,411858112,-1119010,407683
22585893,411858532,-1171631,327136
22128767,411858601,-1119010,407683
22128766,411858829,-1119010,407683
22100860,411859465,-1224603,377815
22130131,411859711,-901872,300023
22130133,411859823,-878326,305946
22263867,411859860,-770100,388898
22761221,411859873,-838394,342702
22130129,411860853,-911829,305357
22130132,411861365,-881268,306690
22491934,411861382,-815859,279014
22125559,411861669,-1151423,361698
22493886,411861909,-1183531,339616
22333253,411861942,-815551,414050
22491935,411862692,-1179008,336681
23559596,411862719,-838519,342815
23559597,411862720,-838519,342815
22127632,411862970,-766241,399994
22081003,411863889,-984936,294241
22491932,411864244,-1178664,336913
22815951,411864331,-866841,336346
22080808,411864409,-845120,391031
22098226,411864457,-1171490,327353
22430132,411864533,-844861,338981
22080485,411864540,-984917,294196
22130130,411864764,-893202,313039
22130124,411864774,-893202,313039
22130128,411864963,-907535,296113
22130127,411864966,-907535,296113
22130122,411865017,-907535,296113
22115518,411865979,-1183812,341870
22491933,411866149,-856136,382491
22118993,411867270,-1184003,340736
23156281,411867560,-771036,388963
22125503,411868521,-1182363,339819
22333252,411868629,-845120,391031
22125505,411868646,-1186078,341688
22125504,411868880,-1183703,342511
22125502,411868938,-1176041,340672
22491931,411869055,-1178261,337458
22092367,411869148,-1170945,327928
22833329,411869169,-971570,332251
22491930,411869530,-1177261,336314
22128629,411869536,-878737,423504
22128626,411869604,-878737,423504
22491927,411869608,-1177261,336314
22128624,411869800,-878737,423504
22125501,411870139,-1182524,341481
22143158,411870257,-878737,423504
22143135,411870276,-878737,423504
24083194,411870277,-823676,279094
22143157,411870278,-878737,423504
22143153,411870299,-878737,423504
22125498,411870303,-1186630,342656
22125496,411870407,-1186148,343729
22125566,411870511,-878737,423504
22143144,411870529,-878737,423504
23075047,411870613,-974842,352317
23075048,411870650,-974842,352317
23075046,411870775,-974842,352317
23075043,411870780,-974842,352317
24213568,411870835,-814129,299260
23075045,411870916,-974842,352317
23075042,411870990,-974842,352317
22115268,411871658,-1183429,340831
22482226,411872200,-955599,302227
22115269,411872450,-1177925,337306
22115266,411872549,-1179205,337999
22981199,411872573,-1182702,338202
22115267,411872757,-1186600,341379
22115265,411872789,-1186608,341383
22115264,411872793,-1186089,342061
22115261,411872908,-1186523,341602
22430129,411873015,-1102772,315454
22115259,411873209,-1183286,340928
24040776,411875050,-776860,396031
22491925,411876908,-1177821,337290
22201637,411877860,-830457,423314
22333250,411879795,-842684,377382
23726837,411880122,-935065,448010
22133004,411880527,-1224373,378072
22575936,411880747,-842684,377382
22132792,411881110,-815789,284056
22135733,411882811,-1224603,377815
22114340,411882850,-1219964,373377
22114339,411882905,-1219964,373377
22114338,411883064,-1219988,373354
22114021,411883196,-1182941,340983
22114017,411884224,-1182924,340983
22158742,411884854,-876839,417749
22166499,411884905,-977280,303226
22585892,411885103,-1220000,370000
22158835,411885358,-1119244,334931
22108377,411885379,-1224194,377749
22787668,411885458,-957128,370902
22108739,411886293,-1224173,377982
22158836,411886303,-1119124,334652
22158834,411887212,-1119124,334652
22158833,411887251,-1119124,334652
22761218,411887253,-957478,394615
24345666,411887275,-802606,257470
23069668,411888128,-851797,423211
22197076,411889229,-1183525,339402
22493887,411889266,-1183525,339402
22171605,411889700,-808087,352526
22175936,411889753,-808087,352526
22114010,411890505,-1182946,340990
22322726,411891077,-985772,295449
23258667,411891749,-865106,361699
22158832,411892182,-1119260,334941
22175935,411893570,-808087,352526
22467641,411893995,-954678,303023
22467642,411894019,-954678,303023
22467639,411894166,-954678,303023
22467640,411894203,-954678,303023
22467637,411894283,-954678,303023
22467638,411894283,-954678,303023
22467636,411894469,-954678,303023
22467633,411894725,-954678,303023
23077785,411895357,-916767,419481
22263865,411895784,-770092,388890
23548706,411895854,-764177,368659
22497250,411896922,-1230427,492857
22181250,411897344,-1049106,394868
22128644,411897943,-1212486,387460
22153304,411898441,-878756,423595
22153124,411898877,-1175973,338791
22158820,411898928,-1175973,338791
22176062,411899515,-1175973,338791
22122388,411899794,-1151728,361146
25326699,411901864,-883610,421756
23061777,411902680,-843495,340333
22181259,411904278,-1078523,384885
22660289,411906195,-969875,330233
22761216,411906265,-969875,330233
22196894,411907521,-968290,328344
22175869,411907549,-968290,328344
22322719,411907790,-1194179,367782
22196893,411907922,-968290,328344
23834407,411910731,-1221486,477513
22196672,411912245,-972228,419460
24924198,411912728,-900506,323712
24228839,411912767,-789663,352313
22201756,411914834,-1049390,397565
22308113,411916311,-1194179,367782
24924201,411916629,-971137,327010
22333246,411919375,-845120,391031
22610847,411919743,-804085,338816
22138956,411923428,-977430,302671
22147574,411925231,-1220590,378907
22146231,411926098,-1222574,378251
22149013,411926472,-1213941,386012
23637189,411926501,-905512,385920
22422691,411926581,-804768,334868
22146229,411927186,-1222575,378251
24381808,411927315,-836355,415430
22143388,411927557,-1151517,361321
22149012,411927696,-1213941,386012
23557800,411927798,-837456,345313
23557801,411927802,-838485,345923
24377869,411928953,-1220000,370000
22181254,411929176,-813792,285383
22970652,411929271,-810379,292058
22596219,411929469,-846207,337876
22333244,411929801,-845120,391031
22211385,411929859,-1184102,340664
22149015,411929867,-813792,285383
22146285,411930029,-814663,284749
22569707,411931020,-876622,419285
22674777,411932001,-823845,348587
22181246,411932278,-813792,285383
22467631,411932513,-954574,303232
23266416,411932889,-807128,350786
22153243,411933831,-1151700,361125
22339938,411933856,-769923,389084
22153242,411933981,-1151700,361125
23740663,411934097,-919690,345442
22366515,411934298,-765500,401263
22366513,411934304,-765500,401263
22366512,411934305,-769852,398865
22153241,411934537,-1151517,361321
22366511,411934580,-765500,401263
22366508,411934863,-765500,401263
22366506,411934879,-765500,401263
22185178,411935785,-1183743,340390
22158831,411935947,-1119260,334941
22223710,411937374,-815784,283960
22292324,411937533,-1183698,460626
22585890,411939689,-1171631,327136
22312142,411939813,-991464,194367
22981197,411939825,-1182702,338202
22184006,411940573,-1177522,340552
22184004,411940784,-1182436,340522
22227558,411940809,-1224190,377908
22184007,411941802,-1177522,340552
22210678,411941911,-977477,302654
22184003,411941986,-1183220,341341
22166469,411942101,-1151728,361146
23236536,411942175,-847393,392617
22312143,411942533,-991332,194326
22184005,411943399,-1183749,340649
22184001,411943480,-1182436,340522
22184002,411943915,-1179981,336679
22312141,411944039,-991332,194326
23076611,411944083,-844462,392111
22307121,411945188,-888183,420658
23824987,411945207,-793416,436912
22283140,411946293,-798769,360680
22283139,411946355,-798769,360680
22181253,411947367,-813792,285383
22183998,411947476,-1179323,336632
22331551,411947597,-1009249,370323
22183996,411948696,-1182642,341419
25399373,411949335,-802781,361341
22233751,411949967,-877333,419094
22404994,411950940,-920604,324678
22187033,411951098,-977430,302671
22772528,411951160,-1224848,487223
22190323,411951355,-770363,388951
22190322,411951363,-770363,388951
22190321,411951391,-770363,388951
22190320,411951408,-770363,388951
22190319,411951451,-770363,388951
22417241,411951496,-1220000,370000
22190318,411951536,-770363,388951
22282409,411952004,-798769,360680
22185175,411952310,-1183751,340388
22242039,411952561,-1171006,327899
23082360,411953227,-829071,404172
22312139,411953642,-991332,194326
24439116,411954113,-1169556,325109
23075039,411954286,-1050568,397401
23233327,411954814,-901988,300020
22190317,411955275,-770363,388951
22190314,411955636,-770363,388951
22190312,411955704,-770363,388951
25399372,411958081,-802781,361341
22223699,411958380,-1174689,339051
22569706,411959125,-876622,419285
22192930,411959158,-1173794,339763
22312137,411959194,-801975,259842
23072487,411959380,-831752,422825
22196706,411959908,-1224784,377684
22241834,411959922,-1174125,339308
22241833,411960058,-1174125,339308
22241832,411960083,-1174125,339308
22245697,411960097,-1174125,339308
23559591,411961909,-1215576,378404
22242038,411962834,-1171006,327899
23381402,411963286,-802599,360637
22249616,411964975,-830486,399918
22237882,411965023,-830486,399918
22312132,411965709,-991332,194326
22681855,411966305,-1215576,378404
22285657,411966381,-1179144,338352
22223731,411967488,-1220593,378923
22390558,411967908,-766121,392903
22223729,411968260,-1220579,378908
23266414,411968369,-1150897,361294
22312134,411969070,-991332,194326
23320153,411969531,-1169553,329706
22813121,411969781,-1219095,377063
22211546,411973816,-1151728,361146
25129148,411973824,-902901,387887
22223714,411975533,-1179842,340655
22223713,411975586,-1179841,340655
22214264,411975844,-1174698,339048
23499832,411976795,-1215576,378404
25011792,411976865,-825038,279701
22551910,411978154,-1215576,378404
22219978,411978353,-1224194,377749
22299539,411979044,-820849,414249
22349243,411980915,-1220000,370000
22678509,411981193,-1194179,367782
22257470,411981316,-900715,299510
22223726,411982615,-1220583,378909
22277269,411986958,-900715,299510
23259645,411991775,-889872,405235
22327315,411992780,-1114979,406460
22741004,411999315,-824862,279238
22630322,412000238,-854448,396291
22302788,412000257,-876833,417731
22269792,412002196,-967699,328029
22665892,412003640,-1194179,367782
22630321,412004299,-930899,449537
23179197,412005291,-818079,245601
22315666,412006283,-767568,399569
22315667,412006705,-767570,399568
22315664,412006933,-767555,399571
22315665,412007281,-767569,399566
22307090,412007354,-1151270,361442
22306992,412007359,-1151270,361442
22307089,412007388,-1151270,361442
22315662,412007563,-767574,399560
22315663,412007796,-767574,399560
